"Súd"	"Rok"	"Agenda"	"Počet1"	"Počet2"	"Počet3"	"Počet4"	"Poťet5"
"Okresný súd Žiar n/H"	2012	"T"	318	325	15	320	120
"Okresný súd Žiar n/H"	2012	"Tcud"	1	1	"NULL"	1	0
"Okresný súd Žiar n/H"	2012	"Td"	6	6	"NULL"	6	1
"Okresný súd Žiar n/H"	2012	"Tp"	103	104	"NULL"	104	0
"Okresný súd Žiar n/H"	2012	"U"	2	13	"NULL"	13	14
"Okresný súd Žiar n/H"	2012	"UL"	0	1	"NULL"	1	1
"Krajský súd Košice"	2012	"Cb"	"NULL"	4	6	7	24
"Krajský súd Košice"	2012	"Cbi"	2	6	13	7	15
"Krajský súd Košice"	2012	"Co"	100	86	10	86	66
"Krajský súd Košice"	2012	"Cob"	66	58	1	58	22
"Krajský súd Košice"	2012	"CoD"	3	3	"NULL"	3	2
"Krajský súd Košice"	2012	"CoE"	113	105	"NULL"	105	48
"Krajský súd Košice"	2012	"CoKR"	6	5	"NULL"	5	1
"Krajský súd Košice"	2012	"CoP"	33	29	"NULL"	29	12
"Krajský súd Košice"	2012	"CoPr"	1	"NULL"	"NULL"	"NULL"	"NULL"
"Krajský súd Košice"	2012	"CoZm"	4	3	"NULL"	3	1
"Krajský súd Košice"	2012	"K"	"NULL"	28	"NULL"	30	211
"Krajský súd Košice"	2012	"Ncb"	4	4	"NULL"	4	"NULL"
"Krajský súd Košice"	2012	"NcC"	31	31	"NULL"	31	1
"Krajský súd Košice"	2012	"NcCb"	1	1	"NULL"	1	"NULL"
"Krajský súd Košice"	2012	"NcKV"	10	10	"NULL"	10	"NULL"
"Krajský súd Košice"	2012	"Ntc"	3	2	"NULL"	2	1
"Krajský súd Košice"	2012	"Nto"	3	3	3	3	"NULL"
"Krajský súd Košice"	2012	"Ntt"	11	11	"NULL"	11	"NULL"
"Krajský súd Košice"	2012	"S"	87	57	31	47	103
"Krajský súd Košice"	2012	"Saz"	5	4	"NULL"	2	3
"Krajský súd Košice"	2012	"Sd"	97	91	97	88	46
"Krajský súd Košice"	2012	"Sp"	25	23	20	26	18
"Krajský súd Košice"	2012	"T"	"NULL"	"NULL"	1	"NULL"	1
"Krajský súd Košice"	2012	"To"	35	34	39	34	6
"Krajský súd Košice"	2012	"Tos"	34	34	35	34	1
"Krajský súd Košice"	2012	"Tpo"	21	21	21	21	"NULL"
"Krajský súd Košice"	2012	"Zm"	"NULL"	"NULL"	"NULL"	"NULL"	1
"Okresný súd Košice I"	2012	"C"	557	879	820	907	905
"Okresný súd Košice I"	2012	"Cb"	221	305	430	304	283
"Okresný súd Košice I"	2012	"Cbcud"	6	4	"NULL"	4	3
"Okresný súd Košice I"	2012	"Cbd"	3	3	"NULL"	3	1
"Okresný súd Košice I"	2012	"Cbi"	17	48	84	40	54
"Okresný súd Košice I"	2012	"CbPv"	6	4	11	4	12
"Okresný súd Košice I"	2012	"CbR"	104	187	"NULL"	187	186
"Okresný súd Košice I"	2012	"CbZm"	10	13	33	13	27
"Okresný súd Košice I"	2012	"Ccud"	13	14	"NULL"	14	4
"Okresný súd Košice I"	2012	"Cd"	8	7	"NULL"	7	2
"Okresný súd Košice I"	2012	"Cpr"	6	3	7	1	8
"Okresný súd Košice I"	2012	"D"	315	312	"NULL"	323	234
"Okresný súd Košice I"	2012	"Dd"	403	407	"NULL"	407	56
"Okresný súd Košice I"	2012	"E"	5	6	"NULL"	6	5
"Okresný súd Košice I"	2012	"Ecud"	1	1	"NULL"	1	0
"Okresný súd Košice I"	2012	"Er"	4071	4148	"NULL"	4148	332
"Okresný súd Košice I"	2012	"Ercud"	1	1	"NULL"	1	0
"Okresný súd Košice I"	2012	"Erd"	30	34	"NULL"	34	1
"Okresný súd Košice I"	2012	"K"	96	92	15	92	20
"Okresný súd Košice I"	2012	"Nt"	29	30	"NULL"	30	9
"Okresný súd Košice I"	2012	"Ntt"	112	112	"NULL"	112	0
"Okresný súd Košice I"	2012	"P"	179	175	227	147	164
"Okresný súd Košice I"	2012	"Pcud"	0	1	"NULL"	1	0
"Okresný súd Košice I"	2012	"Pd"	5	6	"NULL"	6	1
"Okresný súd Košice I"	2012	"Po"	0	1	"NULL"	1	0
"Okresný súd Košice I"	2012	"Pp"	69	69	"NULL"	69	7
"Okresný súd Košice I"	2012	"Ps"	6	7	5	7	5
"Okresný súd Košice I"	2012	"R"	4	4	"NULL"	4	0
"Okresný súd Košice I"	2012	"Ro"	2591	2677	"NULL"	2822	898
"Okresný súd Košice I"	2012	"Rob"	558	539	"NULL"	533	138
"Okresný súd Košice I"	2012	"S"	7	5	5	6	4
"Okresný súd Košice I"	2012	"T"	122	158	18	122	89
"Okresný súd Košice I"	2012	"Tcud"	1	1	"NULL"	1	0
"Okresný súd Košice I"	2012	"Td"	4	5	"NULL"	5	1
"Okresný súd Košice I"	2012	"Tp"	55	55	"NULL"	55	0
"Okresný súd Košice I"	2012	"U"	13	94	"NULL"	94	144
"Okresný súd Košice I"	2012	"Zm"	30	35	2	35	24
"Okresný súd Košice II"	2012	"C"	354	295	394	262	392
"Okresný súd Košice II"	2012	"Cb"	124	146	203	154	182
"Okresný súd Košice II"	2012	"Cbcud"	1	3	"NULL"	3	0
"Okresný súd Košice II"	2012	"Cbd"	2	1	"NULL"	1	1
"Okresný súd Košice II"	2012	"Ccud"	13	15	"NULL"	15	1
"Okresný súd Košice II"	2012	"Cd"	5	4	"NULL"	4	1
"Okresný súd Košice II"	2012	"Cpr"	3	2	5	1	4
"Okresný súd Košice II"	2012	"D"	1010	1007	"NULL"	987	647
"Okresný súd Košice II"	2012	"Dcud"	13	12	"NULL"	12	1
"Okresný súd Košice II"	2012	"Dd"	1120	1109	"NULL"	1109	166
"Okresný súd Košice II"	2012	"E"	13	21	"NULL"	43	13
"Okresný súd Košice II"	2012	"Ecud"	2	0	"NULL"	2	0
"Okresný súd Košice II"	2012	"Em"	"NULL"	"NULL"	5	"NULL"	"NULL"
"Okresný súd Košice II"	2012	"Er"	17002	17253	"NULL"	17253	339
"Okresný súd Košice II"	2012	"Ercud"	3	3	"NULL"	3	0
"Okresný súd Košice II"	2012	"Erd"	2	3	"NULL"	3	0
"Okresný súd Košice II"	2012	"Nt"	37	40	"NULL"	40	15
"Okresný súd Košice II"	2012	"Ntt"	5	5	"NULL"	5	0
"Okresný súd Košice II"	2012	"P"	329	310	363	288	216
"Okresný súd Košice II"	2012	"Pcud"	1	2	"NULL"	2	0
"Okresný súd Košice II"	2012	"Pd"	8	6	"NULL"	6	2
"Okresný súd Košice II"	2012	"Po"	3	3	1	3	1
"Okresný súd Košice II"	2012	"Pp"	129	129	12	129	16
"Okresný súd Košice II"	2012	"PPOm"	5	5	"NULL"	5	0
"Okresný súd Košice II"	2012	"Ps"	22	15	15	15	10
"Okresný súd Košice II"	2012	"Pu"	34	34	"NULL"	34	0
"Okresný súd Košice II"	2012	"S"	1	1	"NULL"	2	0
"Okresný súd Košice II"	2012	"T"	237	266	45	216	158
"Okresný súd Košice II"	2012	"Tcud"	1	2	"NULL"	2	2
"Okresný súd Košice II"	2012	"Td"	4	4	"NULL"	4	1
"Okresný súd Košice II"	2012	"Tp"	107	104	"NULL"	104	42
"Okresný súd Košice II"	2012	"U"	139	192	"NULL"	192	340
"Okresný súd Košice okolie"	2012	"C"	728	456	623	413	770
"Okresný súd Košice okolie"	2012	"Cb"	294	187	46	177	349
"Okresný súd Košice okolie"	2012	"Cbcud"	16	12	"NULL"	12	7
"Okresný súd Košice okolie"	2012	"Cbd"	7	7	"NULL"	7	0
"Okresný súd Košice okolie"	2012	"Ccud"	23	27	"NULL"	27	7
"Okresný súd Košice okolie"	2012	"Cd"	8	8	"NULL"	8	2
"Okresný súd Košice okolie"	2012	"D"	1762	1802	"NULL"	1737	997
"Okresný súd Košice okolie"	2012	"Dcud"	17	9	"NULL"	9	14
"Okresný súd Košice okolie"	2012	"Dd"	1357	1228	"NULL"	1228	181
"Okresný súd Košice okolie"	2012	"E"	6	5	"NULL"	4	7
"Okresný súd Košice okolie"	2012	"Ed"	1	1	"NULL"	1	0
"Okresný súd Košice okolie"	2012	"Er"	6555	6610	"NULL"	6610	389
"Okresný súd Košice okolie"	2012	"Ercud"	1	2	"NULL"	2	1
"Okresný súd Košice okolie"	2012	"Erd"	4	5	"NULL"	5	1
"Okresný súd Košice okolie"	2012	"Nt"	9	10	1	10	7
"Okresný súd Košice okolie"	2012	"P"	351	351	395	313	208
"Okresný súd Košice okolie"	2012	"Pcud"	2	2	"NULL"	2	0
"Okresný súd Košice okolie"	2012	"Pd"	7	8	"NULL"	8	0
"Okresný súd Košice okolie"	2012	"Po"	10	11	"NULL"	11	0
"Okresný súd Košice okolie"	2012	"PPOm"	3	3	"NULL"	3	0
"Okresný súd Košice okolie"	2012	"Ps"	7	7	8	7	5
"Okresný súd Košice okolie"	2012	"Ro"	30432	33379	"NULL"	31247	9484
"Okresný súd Košice okolie"	2012	"Rob"	1958	2205	"NULL"	2195	437
"Okresný súd Košice okolie"	2012	"S"	5	6	"NULL"	5	3
"Okresný súd Košice okolie"	2012	"T"	270	316	105	253	160
"Okresný súd Košice okolie"	2012	"Tcud"	2	1	"NULL"	1	2
"Okresný súd Košice okolie"	2012	"Td"	1	2	"NULL"	2	1
"Okresný súd Košice okolie"	2012	"Tp"	178	178	"NULL"	178	0
"Okresný súd Košice okolie"	2012	"U"	60	51	"NULL"	51	404
"Okresný súd Košice okolie"	2012	"Zm"	3	3	"NULL"	0	3
"Okresný súd Michalovce"	2012	"C"	594	421	745	390	545
"Okresný súd Michalovce"	2012	"Cb"	418	461	553	442	326
"Okresný súd Michalovce"	2012	"Cbcud"	16	22	"NULL"	22	0
"Okresný súd Michalovce"	2012	"Cbd"	1	1	"NULL"	1	0
"Okresný súd Michalovce"	2012	"Ccud"	36	42	"NULL"	42	3
"Okresný súd Michalovce"	2012	"Cd"	3	2	"NULL"	2	1
"Okresný súd Michalovce"	2012	"Cpr"	5	4	6	3	3
"Okresný súd Michalovce"	2012	"D"	1067	1118	"NULL"	1092	545
"Okresný súd Michalovce"	2012	"Dcud"	1	0	"NULL"	0	1
"Okresný súd Michalovce"	2012	"Dd"	1	1	"NULL"	1	0
"Okresný súd Michalovce"	2012	"E"	2	3	"NULL"	3	2
"Okresný súd Michalovce"	2012	"Ecud"	6	2	"NULL"	2	5
"Okresný súd Michalovce"	2012	"Er"	2598	2531	"NULL"	2531	143
"Okresný súd Michalovce"	2012	"Nt"	17	18	7	18	5
"Okresný súd Michalovce"	2012	"P"	467	440	568	402	225
"Okresný súd Michalovce"	2012	"Pcud"	6	5	"NULL"	5	0
"Okresný súd Michalovce"	2012	"Pd"	6	4	"NULL"	4	2
"Okresný súd Michalovce"	2012	"Po"	4	4	"NULL"	4	0
"Okresný súd Michalovce"	2012	"PPOm"	25	26	"NULL"	26	1
"Okresný súd Michalovce"	2012	"Ps"	8	8	7	8	5
"Okresný súd Michalovce"	2012	"Pu"	27	27	"NULL"	27	1
"Okresný súd Michalovce"	2012	"Ro"	3389	34260	"NULL"	3137	1174
"Okresný súd Michalovce"	2012	"Rob"	2255	2271	"NULL"	2400	474
"Okresný súd Michalovce"	2012	"S"	6	6	"NULL"	6	0
"Okresný súd Michalovce"	2012	"T"	317	349	195	325	83
"Okresný súd Michalovce"	2012	"Tcud"	1	1	"NULL"	1	0
"Okresný súd Michalovce"	2012	"Td"	1	1	"NULL"	1	0
"Okresný súd Michalovce"	2012	"Tp"	157	158	"NULL"	158	0
"Okresný súd Michalovce"	2012	"U"	8	33	"NULL"	33	185
"Okresný súd Rožňava"	2012	"C"	2963	1057	1658	940	2576
"Okresný súd Rožňava"	2012	"Cb"	184	172	343	166	114
"Okresný súd Rožňava"	2012	"Cbd"	0	1	"NULL"	1	0
"Okresný súd Rožňava"	2012	"Ccud"	149	158	"NULL"	158	10
"Okresný súd Rožňava"	2012	"Cd"	7	7	"NULL"	7	0
"Okresný súd Rožňava"	2012	"Cpr"	23	16	32	14	17
"Okresný súd Rožňava"	2012	"D"	527	521	"NULL"	521	234
"Okresný súd Rožňava"	2012	"Dd"	1	1	"NULL"	1	0
"Okresný súd Rožňava"	2012	"E"	1	2	"NULL"	2	1
"Okresný súd Rožňava"	2012	"Ecud"	20	1	"NULL"	1	20
"Okresný súd Rožňava"	2012	"Er"	5755	5521	"NULL"	5521	608
"Okresný súd Rožňava"	2012	"Ercud"	2	1	"NULL"	1	2
"Okresný súd Rožňava"	2012	"Erd"	1	1	"NULL"	1	0
"Okresný súd Rožňava"	2012	"Nt"	22	23	7	23	2
"Okresný súd Rožňava"	2012	"P"	745	713	953	691	189
"Okresný súd Rožňava"	2012	"Pcud"	1	2	"NULL"	2	0
"Okresný súd Rožňava"	2012	"Pd"	10	9	"NULL"	9	2
"Okresný súd Rožňava"	2012	"Po"	66	64	"NULL"	64	9
"Okresný súd Rožňava"	2012	"PPOm"	9	8	2	8	1
"Okresný súd Rožňava"	2012	"Ps"	31	31	32	31	11
"Okresný súd Rožňava"	2012	"Pu"	11	9	"NULL"	9	2
"Okresný súd Rožňava"	2012	"S"	2	0	"NULL"	0	2
"Okresný súd Rožňava"	2012	"T"	173	171	95	173	16
"Okresný súd Rožňava"	2012	"Tcud"	2	2	"NULL"	2	0
"Okresný súd Rožňava"	2012	"Tp"	112	112	"NULL"	112	0
"Okresný súd Rožňava"	2012	"U"	2	6	"NULL"	6	12
"Okresný súd Spišská Nová Ves"	2012	"C"	1711	740	1175	717	1531
"Okresný súd Spišská Nová Ves"	2012	"Cb"	195	170	401	178	226
"Okresný súd Spišská Nová Ves"	2012	"Cbcud"	1	2	"NULL"	2	0
"Okresný súd Spišská Nová Ves"	2012	"Cbd"	4	5	2	5	0
"Okresný súd Spišská Nová Ves"	2012	"Ccud"	116	121	"NULL"	121	17
"Okresný súd Spišská Nová Ves"	2012	"Cd"	37	37	"NULL"	37	5
"Okresný súd Spišská Nová Ves"	2012	"Cpr"	14	10	22	7	9
"Okresný súd Spišská Nová Ves"	2012	"D"	739	760	"NULL"	772	255
"Okresný súd Spišská Nová Ves"	2012	"Dcud"	4	2	"NULL"	2	2
"Okresný súd Spišská Nová Ves"	2012	"Dd"	70	65	"NULL"	65	15
"Okresný súd Spišská Nová Ves"	2012	"E"	11	10	"NULL"	10	17
"Okresný súd Spišská Nová Ves"	2012	"Ecud"	3	2	"NULL"	2	1
"Okresný súd Spišská Nová Ves"	2012	"Er"	4494	4360	"NULL"	4360	280
"Okresný súd Spišská Nová Ves"	2012	"Ercud"	1	1	"NULL"	1	0
"Okresný súd Spišská Nová Ves"	2012	"Erd"	3	3	"NULL"	3	0
"Okresný súd Spišská Nová Ves"	2012	"Nt"	31	25	14	25	16
"Okresný súd Spišská Nová Ves"	2012	"P"	538	540	687	536	188
"Okresný súd Spišská Nová Ves"	2012	"Pcud"	4	4	"NULL"	4	1
"Okresný súd Spišská Nová Ves"	2012	"Pd"	12	12	"NULL"	12	0
"Okresný súd Spišská Nová Ves"	2012	"Po"	32	31	3	31	7
"Okresný súd Spišská Nová Ves"	2012	"Pp"	16	16	8	16	3
"Okresný súd Spišská Nová Ves"	2012	"Ps"	20	26	27	26	7
"Okresný súd Spišská Nová Ves"	2012	"Pu"	7	7	"NULL"	7	0
"Okresný súd Spišská Nová Ves"	2012	"Ro"	7711	7398	"NULL"	6937	2000
"Okresný súd Spišská Nová Ves"	2012	"Rob"	2366	2269	"NULL"	2311	534
"Okresný súd Spišská Nová Ves"	2012	"S"	14	14	"NULL"	12	1
"Okresný súd Spišská Nová Ves"	2012	"T"	284	291	250	291	78
"Okresný súd Spišská Nová Ves"	2012	"Tcud"	3	2	"NULL"	2	1
"Okresný súd Spišská Nová Ves"	2012	"Td"	1	1	"NULL"	1	0
"Okresný súd Spišská Nová Ves"	2012	"Tp"	252	252	"NULL"	252	1
"Okresný súd Spišská Nová Ves"	2012	"U"	5	35	"NULL"	35	124
"Okresný súd Trebišov"	2012	"C"	1066	818	1078	790	890
"Okresný súd Trebišov"	2012	"Cb"	120	151	223	161	146
"Okresný súd Trebišov"	2012	"Cbcud"	2	2	"NULL"	2	1
"Okresný súd Trebišov"	2012	"Cbd"	1	1	"NULL"	1	0
"Okresný súd Trebišov"	2012	"CbR"	1	1	"NULL"	1	0
"Okresný súd Trebišov"	2012	"Ccud"	133	135	"NULL"	135	17
"Okresný súd Trebišov"	2012	"Cd"	6	5	"NULL"	5	1
"Okresný súd Trebišov"	2012	"Cpr"	8	6	8	2	7
"Okresný súd Trebišov"	2012	"D"	689	697	"NULL"	690	314
"Okresný súd Trebišov"	2012	"Dcud"	1	1	"NULL"	1	1
"Okresný súd Trebišov"	2012	"Dd"	50	45	"NULL"	45	9
"Okresný súd Trebišov"	2012	"E"	3	3	"NULL"	2	2
"Okresný súd Trebišov"	2012	"Ecud"	18	1	"NULL"	1	17
"Okresný súd Trebišov"	2012	"Ed"	2	2	"NULL"	2	0
"Okresný súd Trebišov"	2012	"Em"	"NULL"	"NULL"	2	"NULL"	"NULL"
"Okresný súd Trebišov"	2012	"Er"	4859	4919	4	4919	84
"Okresný súd Trebišov"	2012	"Ercud"	2	2	"NULL"	2	0
"Okresný súd Trebišov"	2012	"Erd"	2	2	"NULL"	2	0
"Okresný súd Trebišov"	2012	"Nt"	9	7	"NULL"	7	4
"Okresný súd Trebišov"	2012	"P"	522	519	572	507	198
"Okresný súd Trebišov"	2012	"Pcud"	5	5	"NULL"	5	0
"Okresný súd Trebišov"	2012	"Pd"	3	2	"NULL"	2	1
"Okresný súd Trebišov"	2012	"Po"	3	2	"NULL"	2	1
"Okresný súd Trebišov"	2012	"PPOm"	2	2	6	2	0
"Okresný súd Trebišov"	2012	"Ps"	8	4	"NULL"	4	8
"Okresný súd Trebišov"	2012	"Pu"	2	2	"NULL"	3	0
"Okresný súd Trebišov"	2012	"Ro"	10837	10380	"NULL"	9066	4202
"Okresný súd Trebišov"	2012	"Rob"	1166	1159	"NULL"	1088	383
"Okresný súd Trebišov"	2012	"S"	3	4	"NULL"	3	1
"Okresný súd Trebišov"	2012	"T"	274	274	48	276	257
"Okresný súd Trebišov"	2012	"Tcud"	1	1	"NULL"	1	0
"Okresný súd Trebišov"	2012	"Tp"	134	134	"NULL"	134	0
"Okresný súd Trebišov"	2012	"U"	12	11	"NULL"	11	65
"Krajský súd Prešov"	2012	"Cb"	"NULL"	"NULL"	1	1	2
"Krajský súd Prešov"	2012	"Co"	184	161	32	161	73
"Krajský súd Prešov"	2012	"Cob"	113	100	48	100	49
"Krajský súd Prešov"	2012	"CoD"	4	4	"NULL"	4	1
"Krajský súd Prešov"	2012	"CoE"	233	207	"NULL"	207	49
"Krajský súd Prešov"	2012	"CoKR"	4	4	1	4	2
"Krajský súd Prešov"	2012	"CoP"	45	43	6	43	6
"Krajský súd Prešov"	2012	"CoPr"	11	8	1	8	4
"Krajský súd Prešov"	2012	"CoZm"	4	4	"NULL"	4	1
"Krajský súd Prešov"	2012	"Ncb"	8	8	"NULL"	8	1
"Krajský súd Prešov"	2012	"NcC"	87	87	"NULL"	87	1
"Krajský súd Prešov"	2012	"Ntc"	4	4	"NULL"	4	"NULL"
"Krajský súd Prešov"	2012	"Nto"	6	6	"NULL"	6	"NULL"
"Krajský súd Prešov"	2012	"Ntt"	6	6	"NULL"	6	"NULL"
"Krajský súd Prešov"	2012	"S"	52	59	41	39	82
"Krajský súd Prešov"	2012	"Scud"	3	3	2	2	3
"Krajský súd Prešov"	2012	"Sd"	88	85	65	81	41
"Krajský súd Prešov"	2012	"So"	1	1	"NULL"	1	1
"Krajský súd Prešov"	2012	"Sp"	16	21	22	17	16
"Krajský súd Prešov"	2012	"To"	38	37	21	37	11
"Krajský súd Prešov"	2012	"Tos"	24	24	2	24	1
"Krajský súd Prešov"	2012	"Tpo"	14	14	"NULL"	14	1
"Krajský súd Prešov"	2012	"Zm"	"NULL"	"NULL"	1	"NULL"	"NULL"
"Okresný súd Prešov"	2012	"C"	1122	1058	1017	1035	746
"Okresný súd Prešov"	2012	"Cb"	303	331	475	324	373
"Okresný súd Prešov"	2012	"Cbcud"	7	7	"NULL"	7	1
"Okresný súd Prešov"	2012	"Cbd"	1	1	"NULL"	1	0
"Okresný súd Prešov"	2012	"Cbi"	46	12	105	22	66
"Okresný súd Prešov"	2012	"CbR"	172	106	"NULL"	106	197
"Okresný súd Prešov"	2012	"CbZm"	12	0	15	8	17
"Okresný súd Prešov"	2012	"Ccud"	48	49	"NULL"	49	5
"Okresný súd Prešov"	2012	"Cd"	11	11	"NULL"	11	2
"Okresný súd Prešov"	2012	"Cpr"	14	8	20	4	13
"Okresný súd Prešov"	2012	"D"	1632	1703	"NULL"	1689	717
"Okresný súd Prešov"	2012	"Dcud"	3	3	"NULL"	3	3
"Okresný súd Prešov"	2012	"Dd"	113	118	"NULL"	118	11
"Okresný súd Prešov"	2012	"Em"	6	2	"NULL"	4	4
"Okresný súd Prešov"	2012	"Er"	6431	6259	"NULL"	6259	948
"Okresný súd Prešov"	2012	"Exre"	521	586	"NULL"	586	785
"Okresný súd Prešov"	2012	"K"	192	198	76	118	456
"Okresný súd Prešov"	2012	"NcKR"	38	11	5	11	100
"Okresný súd Prešov"	2012	"Nsre"	382	395	"NULL"	395	10
"Okresný súd Prešov"	2012	"Nt"	24	25	4	25	7
"Okresný súd Prešov"	2012	"Ntt"	23	23	"NULL"	23	0
"Okresný súd Prešov"	2012	"P"	498	481	545	455	205
"Okresný súd Prešov"	2012	"Pcud"	4	4	"NULL"	4	0
"Okresný súd Prešov"	2012	"Pd"	6	4	"NULL"	4	2
"Okresný súd Prešov"	2012	"Po"	20	17	"NULL"	17	14
"Okresný súd Prešov"	2012	"Pp"	62	66	29	66	3
"Okresný súd Prešov"	2012	"PPOm"	3	2	"NULL"	2	0
"Okresný súd Prešov"	2012	"Ps"	23	17	20	16	16
"Okresný súd Prešov"	2012	"Pu"	10	10	"NULL"	10	0
"Okresný súd Prešov"	2012	"R"	17	18	"NULL"	18	27
"Okresný súd Prešov"	2012	"Ro"	1763	1932	"NULL"	1666	503
"Okresný súd Prešov"	2012	"Rob"	4198	4635	"NULL"	4538	1467
"Okresný súd Prešov"	2012	"S"	35	33	"NULL"	30	35
"Okresný súd Prešov"	2012	"T"	156	164	50	172	65
"Okresný súd Prešov"	2012	"Td"	1	1	"NULL"	1	0
"Okresný súd Prešov"	2012	"Tp"	134	134	"NULL"	134	1
"Okresný súd Prešov"	2012	"Tv"	4	2	1	4	3
"Okresný súd Prešov"	2012	"U"	355	20	"NULL"	20	377
"Okresný súd Prešov"	2012	"Zm"	35	39	1	45	20
"Okresný súd Bardejov"	2012	"C"	1775	1863	1628	1699	1548
"Okresný súd Bardejov"	2012	"Cb"	503	693	840	633	508
"Okresný súd Bardejov"	2012	"Cbcud"	6	8	"NULL"	8	0
"Okresný súd Bardejov"	2012	"Cbd"	2	2	"NULL"	2	0
"Okresný súd Bardejov"	2012	"Ccud"	111	108	"NULL"	108	32
"Okresný súd Bardejov"	2012	"Cd"	10	7	"NULL"	7	5
"Okresný súd Bardejov"	2012	"Cpr"	13	5	14	2	17
"Okresný súd Bardejov"	2012	"D"	738	681	"NULL"	689	336
"Okresný súd Bardejov"	2012	"Dd"	1	2	"NULL"	2	3
"Okresný súd Bardejov"	2012	"E"	0	0	"NULL"	0	2
"Okresný súd Bardejov"	2012	"Ecud"	5	1	"NULL"	1	4
"Okresný súd Bardejov"	2012	"Ed"	0	0	"NULL"	0	1
"Okresný súd Bardejov"	2012	"Em"	3	2	"NULL"	1	3
"Okresný súd Bardejov"	2012	"Er"	4645	4877	"NULL"	4877	295
"Okresný súd Bardejov"	2012	"Ercud"	1	1	"NULL"	1	1
"Okresný súd Bardejov"	2012	"Erd"	0	0	"NULL"	0	1
"Okresný súd Bardejov"	2012	"Nt"	10	9	"NULL"	10	4
"Okresný súd Bardejov"	2012	"P"	397	359	479	332	252
"Okresný súd Bardejov"	2012	"Pcud"	3	3	"NULL"	3	1
"Okresný súd Bardejov"	2012	"Pd"	2	2	"NULL"	2	2
"Okresný súd Bardejov"	2012	"Po"	2	2	"NULL"	2	1
"Okresný súd Bardejov"	2012	"PPOm"	2	2	"NULL"	2	1
"Okresný súd Bardejov"	2012	"Ps"	10	10	13	10	9
"Okresný súd Bardejov"	2012	"Pu"	1	1	"NULL"	0	1
"Okresný súd Bardejov"	2012	"Ro"	4159	3786	"NULL"	3667	1779
"Okresný súd Bardejov"	2012	"Rob"	1391	1477	"NULL"	1354	376
"Okresný súd Bardejov"	2012	"S"	5	3	"NULL"	3	1
"Okresný súd Bardejov"	2012	"T"	172	207	1	187	53
"Okresný súd Bardejov"	2012	"Tcud"	0	0	"NULL"	1	0
"Okresný súd Bardejov"	2012	"Td"	0	1	"NULL"	1	0
"Okresný súd Bardejov"	2012	"Tp"	55	55	"NULL"	55	1
"Okresný súd Bardejov"	2012	"U"	113	4	"NULL"	4	121
"Okresný súd Humenné"	2012	"C"	2144	2126	1941	2047	754
"Okresný súd Humenné"	2012	"Cb"	242	273	530	240	185
"Okresný súd Humenné"	2012	"Cbcud"	5	2	"NULL"	2	2
"Okresný súd Humenné"	2012	"Cbd"	1	1	"NULL"	1	0
"Okresný súd Humenné"	2012	"Ccud"	91	103	"NULL"	103	10
"Okresný súd Humenné"	2012	"Cd"	7	8	"NULL"	8	1
"Okresný súd Humenné"	2012	"Cpr"	23	14	35	10	17
"Okresný súd Humenné"	2012	"D"	1061	1007	"NULL"	993	468
"Okresný súd Humenné"	2012	"Dcud"	2	1	"NULL"	1	1
"Okresný súd Humenné"	2012	"Dd"	4	1	"NULL"	1	2
"Okresný súd Humenné"	2012	"Ecud"	3	2	"NULL"	2	2
"Okresný súd Humenné"	2012	"Ed"	4	4	"NULL"	4	5
"Okresný súd Humenné"	2012	"Em"	5	3	"NULL"	6	5
"Okresný súd Humenné"	2012	"Er"	3394	3325	"NULL"	3325	133
"Okresný súd Humenné"	2012	"Ercud"	1	0	"NULL"	0	0
"Okresný súd Humenné"	2012	"Erd"	13	13	"NULL"	13	0
"Okresný súd Humenné"	2012	"Nt"	7	9	6	9	2
"Okresný súd Humenné"	2012	"P"	595	601	729	603	138
"Okresný súd Humenné"	2012	"Pcud"	2	1	"NULL"	1	1
"Okresný súd Humenné"	2012	"Pd"	7	5	"NULL"	5	2
"Okresný súd Humenné"	2012	"Po"	1	2	"NULL"	2	0
"Okresný súd Humenné"	2012	"PPOm"	12	12	6	12	0
"Okresný súd Humenné"	2012	"Ps"	14	9	14	19	4
"Okresný súd Humenné"	2012	"Ro"	7380	7242	"NULL"	6827	2614
"Okresný súd Humenné"	2012	"Rob"	2219	2254	"NULL"	2321	522
"Okresný súd Humenné"	2012	"S"	3	6	2	6	1
"Okresný súd Humenné"	2012	"T"	232	221	173	230	84
"Okresný súd Humenné"	2012	"Tcud"	1	1	"NULL"	1	0
"Okresný súd Humenné"	2012	"Tp"	108	108	"NULL"	108	0
"Okresný súd Humenné"	2012	"U"	195	6	"NULL"	6	193
"Okresný súd Kežmarok"	2012	"C"	2652	2109	1204	2079	1444
"Okresný súd Kežmarok"	2012	"Cb"	300	335	359	357	280
"Okresný súd Kežmarok"	2012	"Cbcud"	2	2	"NULL"	2	0
"Okresný súd Kežmarok"	2012	"Cbd"	4	2	"NULL"	2	2
"Okresný súd Kežmarok"	2012	"Ccud"	84	102	"NULL"	102	7
"Okresný súd Kežmarok"	2012	"Cd"	8	8	"NULL"	8	0
"Okresný súd Kežmarok"	2012	"Cpr"	13	4	3	1	12
"Okresný súd Kežmarok"	2012	"D"	696	753	"NULL"	761	266
"Okresný súd Kežmarok"	2012	"Dd"	153	153	"NULL"	153	1
